g_pickdate,g_dist,g_weight,g_rest
30/04/2014,591.83,18019,true
20/04/2002,105.67,20615,false
07/11/2003,607.57,23139,true
12/02/2014,744.56,8847,true
04/08/2016,921.15,36177,false
14/04/2012,54.96,12226,true
14/03/2002,717.51,31944,true
03/09/2013,621.32,12383,false
14/02/2006,190.36,8012,true
02/11/2007,941.63,14457,false
02/04/2015,933.85,26821,true
20/08/2013,434.84,22875,true
30/09/2000,237.82,6292,true
04/04/2016,993.27,4325,false
11/05/2002,325.41,16581,false
19/08/2015,718.74,31751,true
07/04/2013,103.91,577,false
21/08/2004,552.51,37169,false
17/02/2006,867.95,8031,true
22/10/2013,185.32,17576,false
12/10/2014,507.53,23427,true
08/09/2006,740.01,17501,false
10/07/2008,90.84,3496,false
19/02/2014,675.38,2096,true
29/01/2001,474.36,10412,false
12/09/2009,711.05,24766,false
24/04/2011,782.58,9919,false
15/03/2002,275.0,20028,true
13/10/2002,621.76,17985,true
22/06/2010,930.02,7315,false
13/12/2017,487.98,4383,true
08/11/2016,933.01,18552,true
26/12/2007,297.3,13450,false
01/04/2017,388.9,19008,false
27/06/2002,69.68,13900,true
23/06/2013,90.65,9231,true
04/12/2010,294.47,4154,false
08/06/2001,64.4,20808,false
06/01/2012,714.54,16610,true
15/09/2015,339.95,20123,true
14/04/2005,542.08,10725,true
13/12/2013,847.08,2725,true
22/03/2009,114.09,2085,false
05/06/2007,623.45,37751,false
21/10/2016,551.49,21332,true
29/01/2016,566.86,20932,false
07/02/2004,126.97,17774,false
01/03/2005,235.04,19948,false
29/03/2008,73.03,10210,false
04/04/2003,822.88,9589,false
15/10/2014,761.99,6988,true
31/05/2007,682.04,25904,true
22/05/2014,300.87,29120,true
09/06/2004,973.84,32207,false
28/04/2005,715.19,39474,false
05/07/2008,169.04,21656,false
27/12/2005,427.4,18633,false
14/08/2008,196.11,9293,true
21/05/2003,686.76,23384,true
14/01/2000,988.59,29182,true
25/09/2009,472.39,2061,false
15/05/2001,281.38,2895,true
17/05/2017,355.3,37603,false
18/03/2006,586.6,4485,false
20/06/2013,282.39,12069,true
26/09/2017,184.53,14465,false
27/10/2001,411.54,4697,true
05/11/2005,564.07,27862,false
03/12/2013,902.94,17544,true
09/03/2000,978.93,14793,false
26/10/2013,741.14,39788,true
30/07/2013,559.28,18791,false
15/12/2013,935.07,10214,true
22/05/2001,896.2,23061,false
13/09/2017,434.0,35380,false
05/03/2015,94.94,1694,true
12/10/2004,407.34,8443,true
29/03/2005,227.05,5198,true
09/04/2009,999.98,28526,false
03/05/2010,160.62,20044,true
28/05/2010,224.18,14342,false
02/08/2010,880.37,23423,false
22/08/2010,342.39,4547,false
07/11/2008,418.8,31531,false
31/12/2007,574.54,13952,false
12/04/2010,137.5,4372,true
24/02/2000,175.85,37015,false
30/03/2001,139.26,23990,false
02/06/2005,59.69,37068,true
16/02/2013,377.2,18098,true
15/07/2013,771.65,23613,true
03/12/2007,577.19,38206,true
04/11/2007,810.43,19804,false
26/10/2008,534.57,10240,true
22/06/2018,640.79,18576,true
13/06/2003,563.37,2053,false
11/03/2014,940.85,7866,false
10/06/2015,693.95,33767,false
08/12/2015,508.92,29324,true
07/09/2010,937.65,13485,true
29/07/2015,492.25,38696,true
24/08/2018,379.6,36796,true
23/06/2009,990.11,8936,false
12/04/2012,628.4,19460,false
09/10/2016,852.84,32117,true
21/11/2011,205.29,32186,true
22/09/2016,595.04,36053,false
03/05/2002,239.94,25073,false
05/10/2005,397.34,11899,false
26/03/2001,265.11,2572,true
25/03/2004,238.37,17457,true
07/11/2009,981.9,22979,true
25/03/2012,331.95,33524,false
05/01/2002,833.87,19620,true
02/08/2013,387.92,13390,true
20/12/2003,210.56,15704,true
04/02/2008,341.46,20700,false
06/11/2011,394.12,38588,true
20/04/2008,227.98,10792,false
04/12/2008,526.81,30709,false
24/09/2000,729.87,28334,false
04/12/2009,316.72,26650,true
07/04/2013,379.14,25548,false
21/10/2002,550.51,31662,false
09/04/2011,200.42,29522,false
05/03/2004,726.19,16950,true
28/11/2007,81.67,29334,false
14/05/2016,747.05,30462,false
16/10/2013,872.76,26310,true
20/08/2013,106.95,2952,false
27/01/2015,581.94,12401,true
02/05/2013,102.48,32876,true
30/11/2015,925.41,21142,true
19/11/2010,965.27,3335,true
24/07/2011,493.52,12290,true
22/07/2011,295.58,9250,false
27/04/2009,776.9,33451,true
15/11/2005,842.93,11694,false
18/02/2009,499.69,2593,true
04/09/2007,490.6,34420,true
15/01/2018,137.99,18465,true
08/06/2009,960.89,19615,false
24/08/2006,596.77,39221,true
14/08/2008,866.62,27511,false
28/06/2001,142.65,33303,true
20/02/2013,880.95,16493,true
01/11/2017,352.87,18410,false
23/06/2011,540.57,4895,false
13/08/2010,499.48,7781,true
01/10/2004,471.89,6602,false
12/12/2006,601.8,11939,true
10/11/2005,826.27,5226,false
16/10/2012,682.48,23402,true
20/02/2014,194.38,9335,true
15/02/2014,446.96,30086,false
14/04/2008,836.19,25475,true
04/08/2007,186.24,8834,false
17/11/2017,308.12,22461,true
11/01/2002,409.3,34179,false
13/06/2011,147.91,20090,false
02/02/2002,773.95,3569,false
09/10/2004,293.99,21677,false
13/02/2001,589.77,24434,false
20/05/2018,818.35,24535,false
27/05/2003,353.61,22194,true
12/11/2016,984.88,34490,false
21/05/2005,825.65,17815,false
28/04/2006,391.26,36264,true
03/08/2013,157.42,2707,false
05/06/2012,534.95,14631,false
25/11/2010,481.79,34263,false
31/08/2005,797.33,14154,false
01/12/2001,758.28,24309,false
17/10/2015,893.9,14927,false
09/11/2005,488.45,26869,true
06/07/2000,820.47,28200,false
28/11/2003,425.65,33603,true
25/09/2000,124.17,3439,true
08/08/2016,602.45,3280,false
15/01/2003,125.32,6481,true
01/02/2018,725.79,3318,true
11/08/2000,51.02,14253,true
23/09/2002,326.03,38049,false
31/05/2014,316.47,13177,false
07/12/2011,532.45,12495,true
26/10/2010,249.68,8614,false
27/05/2001,290.92,15533,false
19/06/2002,649.06,13072,false
02/07/2017,95.98,10763,true
17/04/2006,628.4,31151,true
24/11/2013,271.71,10674,true
29/03/2016,867.18,33742,false
15/07/2005,664.34,9340,true
20/11/2011,374.91,24306,false
21/07/2002,674.0,30084,true
30/06/2005,214.6,18030,false
02/11/2006,726.96,10766,true
09/06/2018,643.18,7908,false
27/12/2017,514.91,15527,false
31/01/2006,178.61,26242,true
26/09/2005,370.83,13876,false
20/03/2011,797.59,26408,true
08/08/2001,594.77,30315,false
15/07/2011,663.41,34727,true
07/07/2010,145.93,26018,false
16/03/2000,857.08,10721,false
09/09/2003,228.38,7364,false
08/02/2011,176.32,17192,true
19/04/2017,380.36,35731,true
07/12/2016,936.52,16208,false
29/04/2011,594.75,37596,false
23/09/2008,102.05,37766,false
02/03/2015,683.79,13981,false
15/05/2002,186.27,5627,false
30/03/2006,439.01,11106,false
01/11/2016,907.28,20303,false
11/12/2008,718.55,32746,false
30/04/2016,369.26,20633,false
28/12/2017,697.76,1823,false
05/12/2009,99.02,20881,false
22/11/2012,662.13,6000,false
24/06/2003,794.21,30336,false
13/09/2005,799.75,14519,true
26/02/2001,148.82,8199,false
02/05/2004,993.11,21805,false
06/12/2002,137.78,23724,false
25/06/2012,79.25,28115,false
04/12/2015,266.94,17461,false
24/07/2015,223.69,8711,true
19/02/2007,561.6,19915,false
09/08/2001,749.6,5071,false
03/06/2003,266.34,17971,false
17/03/2004,272.4,16355,false
20/04/2004,407.9,25820,false
02/02/2005,766.94,28851,false
27/12/2009,741.45,36783,true
29/07/2011,476.88,35414,true
23/01/2002,555.69,23085,true
18/08/2015,560.75,3455,false
14/07/2012,716.31,678,false
13/08/2001,957.04,18594,false
04/11/2001,653.71,32404,false
05/06/2014,995.07,34604,true
12/07/2011,929.51,18338,false
27/03/2013,106.94,3157,true
17/07/2017,508.2,12146,false
20/08/2017,262.2,31376,false
20/05/2012,442.95,5232,true
25/01/2018,200.72,12100,false
22/07/2012,697.03,23872,false
17/08/2014,756.52,5931,true
14/12/2009,177.28,14083,false
05/12/2012,42.43,12165,true
10/12/2004,562.71,11908,false
11/12/2017,52.36,22124,false
10/03/2016,752.22,35209,false
25/05/2013,661.41,11268,true
21/03/2017,787.61,23462,true
30/08/2017,744.89,27138,false
22/04/2006,997.0,14067,true
21/01/2001,506.71,12063,true
27/03/2012,860.74,32054,true
17/11/2015,654.6,9838,true
12/04/2014,777.05,17554,false
04/11/2016,949.1,29581,false
16/11/2015,181.56,36093,false
02/12/2013,971.99,32596,true
16/09/2010,598.09,16828,true
12/11/2004,485.03,13408,true
18/07/2016,434.79,908,false
14/08/2016,438.44,11073,true
24/11/2006,509.92,17081,false
26/01/2001,387.36,13408,false
19/10/2000,858.42,14038,false
12/05/2015,476.55,10486,true
16/03/2014,52.39,15190,false
08/06/2006,499.27,13064,false
18/11/2014,674.72,25200,true
27/02/2009,511.73,27367,false
18/04/2003,435.15,31813,true
11/10/2012,817.08,21256,false
12/01/2006,266.92,17076,true
30/06/2016,265.38,33928,true
28/10/2007,851.16,27879,false
20/12/2000,45.48,3197,true
22/06/2007,751.03,12271,false
01/12/2007,546.09,19447,true
10/03/2003,863.17,38203,false
27/02/2012,880.73,10705,false
08/08/2001,947.5,20006,true
11/08/2009,921.0,19583,false
11/12/2010,207.17,13151,false
28/05/2004,93.28,39529,true
01/03/2009,167.04,14061,false
24/07/2010,194.62,30628,true
18/05/2012,252.0,31346,true
12/03/2011,500.87,8496,false
13/01/2012,107.98,24481,false
09/01/2017,652.81,18117,true
24/07/2016,116.16,9199,false
14/02/2017,661.62,17762,true
19/01/2016,249.22,15750,false
08/05/2010,542.36,33742,true
28/10/2010,442.46,8323,false
28/05/2000,586.08,844,false
08/03/2014,836.83,31831,false
14/12/2012,558.29,29737,true
23/09/2012,238.15,15674,false
29/01/2004,679.56,30026,false
06/09/2013,87.5,22723,true
05/08/2015,824.18,9835,true
07/05/2009,315.59,21124,true
03/02/2016,350.53,26571,false
09/01/2005,217.29,18243,true
09/01/2002,336.09,4106,false
26/06/2009,760.46,36442,true
16/06/2017,880.34,16120,true
17/05/2015,428.83,22479,false
11/10/2011,921.73,21654,false
19/02/2014,878.12,14572,true
18/01/2014,342.68,8567,false
29/05/2013,768.47,627,false
08/05/2001,757.55,30296,false
27/02/2002,337.34,19389,false
16/02/2012,500.62,10020,false
04/02/2012,87.4,38420,true
01/05/2010,813.81,37348,true
17/07/2002,300.85,30482,false
30/04/2005,490.34,34172,false
05/05/2018,66.87,39086,true
16/01/2006,954.93,2561,true
01/06/2014,488.08,22112,false
03/07/2003,41.79,30234,false
08/03/2001,205.48,22576,true
29/01/2015,854.43,22563,false
16/05/2018,591.79,27645,false
05/08/2018,458.73,31479,false
25/02/2010,516.88,6353,false
07/09/2008,241.01,37903,true
01/02/2012,93.13,36365,false
09/12/2015,571.2,1019,true
16/11/2017,270.12,36511,false
04/01/2017,256.22,9638,false
29/01/2009,864.52,10837,false
31/10/2001,531.04,26685,true
20/10/2009,195.49,11239,true
24/07/2012,984.98,23547,true
20/03/2000,505.55,8833,false
06/05/2003,506.93,19184,false
24/05/2007,257.76,2217,false
12/08/2000,766.23,38034,false
16/03/2011,177.19,20054,false
26/08/2007,376.26,16423,false
02/07/2005,862.54,22189,true
08/03/2000,85.69,38749,false
05/02/2017,483.0,16424,false
17/08/2015,875.61,22912,true
27/07/2018,682.19,19058,false
06/10/2006,466.9,6431,false
10/07/2000,331.57,12172,true
06/09/2001,357.36,12671,false
14/02/2003,800.37,21813,false
30/07/2018,112.63,33294,false
25/08/2016,624.54,32762,true
11/06/2017,332.07,8470,false
01/02/2010,318.84,21568,false
09/02/2016,266.09,22292,false
05/04/2006,232.36,13629,true
25/04/2018,611.52,32859,false
15/08/2015,388.35,17757,true
10/05/2004,482.35,12262,false
25/10/2004,268.49,25951,true
02/04/2007,411.1,25542,false
09/09/2017,361.9,24408,true
06/07/2000,418.71,27026,true
28/06/2009,942.6,26438,true
23/12/2013,393.49,39276,true
30/06/2003,523.86,31622,true
15/06/2013,994.81,18137,false
23/07/2013,830.61,35102,true
05/11/2010,754.22,8722,true
13/11/2000,515.98,34700,true
11/08/2003,550.53,24894,false
05/02/2014,760.02,38893,true
09/08/2008,842.41,28786,false
11/12/2013,516.09,37730,false
26/03/2007,699.51,12573,true
13/06/2003,793.37,32307,true
20/12/2009,520.26,5995,true
30/11/2002,645.36,6625,false
12/09/2005,378.24,33035,false
04/03/2014,775.19,8641,false
25/12/2017,521.82,34572,true
20/10/2016,141.51,18738,false
12/07/2001,312.1,30978,true
15/07/2006,253.29,18599,true
21/05/2001,488.94,12242,true
14/12/2017,114.73,9753,true
27/02/2015,732.89,22206,true
23/05/2016,270.02,9796,true
14/04/2015,870.56,3738,false
14/02/2012,851.55,16576,true
11/09/2007,339.54,38654,false
27/02/2006,552.33,31359,true
11/02/2008,135.89,22434,false
09/09/2005,557.02,20163,false
04/06/2015,890.78,4882,false
12/06/2000,635.59,12388,false
21/06/2005,858.39,9181,false
21/11/2000,403.09,5597,false
10/11/2012,249.13,7611,false
09/07/2001,241.22,11397,true
03/10/2006,806.95,14576,true
11/07/2007,709.28,36765,true
17/09/2017,173.12,12958,false
03/09/2017,109.57,39866,true
14/08/2008,255.12,15736,false
14/11/2013,208.27,7655,true
20/07/2012,809.71,17755,false
19/01/2007,706.38,21497,false
01/02/2017,635.1,8777,false
13/11/2009,746.67,34158,false
17/10/2016,799.4,1956,true
01/05/2008,818.44,18011,true
21/03/2013,898.25,1993,true
08/02/2008,442.09,14442,false
27/05/2001,764.64,14250,true
23/08/2016,471.83,17708,true
22/04/2002,827.08,34001,false
08/08/2005,571.22,32993,true
17/10/2007,416.13,17898,true
30/03/2008,720.33,9970,true
20/03/2000,887.86,34942,true
25/10/2001,763.78,7690,false
27/01/2012,464.16,2362,true
07/09/2016,180.81,7333,true
30/05/2003,980.2,13014,true
14/07/2005,142.79,34947,false
13/04/2011,339.86,19761,true
03/04/2002,610.46,25275,true
04/08/2013,332.75,35156,true
26/12/2013,922.64,19068,true
14/09/2001,792.87,20118,true
25/03/2007,52.9,39574,false
27/11/2000,693.92,5338,false
16/10/2009,552.86,25583,false
15/06/2018,227.07,38901,true
07/10/2014,989.13,25775,false
28/01/2018,981.45,28765,true
13/09/2005,631.45,37728,true
17/02/2008,603.33,32676,false
01/07/2003,214.48,18447,true
29/10/2013,709.86,37835,false
08/07/2003,986.18,19675,true
30/07/2002,427.05,33534,true
27/08/2016,821.02,2715,true
30/07/2006,415.61,2559,false
06/12/2003,822.7,11793,false
03/03/2007,172.04,14716,false
04/07/2014,829.53,699,false
10/06/2018,261.57,27585,false
25/06/2017,543.28,6257,false
24/11/2001,604.07,19631,false
14/10/2010,909.39,30104,true
22/09/2011,268.5,37692,true
23/04/2010,771.29,23943,false
12/11/2002,577.31,10769,true
13/11/2014,274.7,34279,true
13/11/2003,679.72,25202,true
05/10/2006,118.47,22590,false
29/09/2015,689.25,15291,false
16/04/2010,635.65,28455,false
24/05/2017,955.72,21254,false
21/11/2009,168.93,21717,true
08/11/2010,281.35,35870,true
20/11/2012,913.08,39919,true
08/09/2008,164.67,30567,false
15/01/2005,639.56,26315,false
12/10/2008,315.5,19344,false
07/04/2006,536.06,8432,true
13/02/2004,451.55,4113,false
20/01/2017,515.02,6832,false
08/10/2000,412.97,3766,false
07/09/2011,230.15,21493,true
13/04/2017,784.92,27710,true
14/07/2017,727.78,18224,true
18/12/2014,707.01,36828,true
15/02/2017,488.74,27358,true
07/09/2017,71.32,10270,true
02/05/2007,784.66,29565,true
29/09/2005,594.94,27775,false
01/04/2008,417.44,20068,true
03/06/2013,168.72,38631,true
03/03/2008,698.85,11501,true
01/10/2011,234.21,33851,true
15/10/2001,538.23,19693,true
26/08/2003,464.02,25358,false
23/10/2006,963.41,33083,true
10/09/2000,955.2,8390,false
16/01/2011,720.04,13770,true
09/10/2001,287.92,17959,true
30/03/2015,759.08,854,true
28/07/2009,780.25,18962,false
01/05/2016,597.43,38865,true
19/04/2009,524.31,11708,false
10/07/2008,160.13,38438,false
22/05/2017,115.44,16191,true
25/04/2001,725.15,29658,true
25/03/2003,501.99,27453,false
19/07/2002,998.74,13543,false
25/10/2009,544.79,31374,true
11/04/2004,732.53,17337,true
29/12/2005,925.54,1533,false
28/10/2017,369.23,27913,true
19/06/2004,295.86,8568,false
30/09/2004,270.45,9104,false
09/11/2006,376.48,34716,false
26/12/2016,403.83,17393,true
16/10/2005,319.78,18118,true
03/08/2004,453.8,24953,true
14/12/2010,325.39,32754,true
22/05/2015,759.11,35342,true
16/02/2008,310.41,14845,true
03/08/2009,218.38,8541,false
11/05/2007,136.62,35985,true
02/05/2014,532.58,27494,false
02/06/2003,197.24,26329,true
13/01/2018,614.16,34849,true
22/06/2014,248.75,32921,true
23/05/2002,48.64,36478,true
30/04/2010,282.17,15410,false
05/02/2014,82.44,29006,false
09/01/2008,767.09,12986,true
15/08/2015,321.56,6867,false
07/01/2001,348.87,1755,true
17/07/2014,333.42,3705,false
16/03/2000,617.13,19040,false
06/04/2002,955.99,5759,false
13/06/2000,721.71,27585,false
20/12/2005,98.92,4708,false
08/03/2008,684.57,16236,false
06/05/2004,274.91,24082,true
07/04/2010,284.11,12286,false
17/06/2015,721.04,3486,true
24/02/2008,966.33,16038,false
24/10/2005,109.89,31063,false
11/06/2009,906.53,39072,true
28/12/2017,612.77,15530,true
21/03/2014,538.0,11559,true
07/06/2008,330.89,28234,false
05/09/2015,574.61,33506,false
12/02/2000,195.03,6316,true
10/11/2006,876.25,10080,false
17/02/2009,748.78,14035,false
12/09/2002,534.83,15965,false
26/09/2013,810.7,28280,false
15/04/2015,377.62,10686,false
28/06/2018,613.6,16889,false
25/02/2010,113.61,30417,true
13/02/2000,160.54,10744,false
17/11/2016,977.46,20735,false
25/06/2016,510.14,16211,false
16/07/2016,159.66,31817,false
30/12/2013,249.73,25518,false
18/07/2015,195.45,10903,false
06/04/2009,135.86,37306,true
18/03/2013,244.42,14310,false
27/02/2003,603.9,12785,false
09/05/2012,944.14,11999,true
26/04/2006,966.96,12888,false
25/03/2012,830.59,4545,false
27/04/2010,789.7,38369,false
14/11/2005,940.1,18372,false
28/01/2002,941.48,22397,false
31/05/2000,304.65,24678,false
16/03/2009,183.96,16706,false
20/06/2015,953.87,16111,false
27/09/2003,898.36,39065,true
08/11/2011,254.15,27399,true
13/06/2013,695.76,16239,true
16/01/2006,480.2,1647,false
03/02/2010,241.32,10578,true
27/07/2009,319.7,15110,true
05/12/2014,133.9,9480,true
12/10/2003,397.97,12307,false
21/06/2008,776.88,4543,false
10/11/2015,540.65,19463,false
10/02/2008,275.23,22312,false
01/09/2017,653.48,39900,true
09/03/2008,181.35,32628,true
03/01/2004,566.96,26757,true
31/01/2007,97.78,39218,false
15/05/2002,270.19,2829,true
18/10/2016,252.36,31328,true
29/11/2004,876.23,23031,false
27/10/2017,56.37,7761,true
14/04/2011,725.2,31819,false
10/01/2008,988.15,6328,false
20/02/2014,976.57,30503,false
21/01/2004,127.95,4168,true
24/11/2008,980.63,7089,false
22/12/2009,171.38,27725,true
13/05/2005,991.03,36368,true
22/07/2012,954.19,23648,false
20/07/2011,632.45,23845,false
22/04/2018,134.05,22811,false
19/12/2009,703.07,35103,false
10/07/2003,480.68,29093,true
22/01/2011,378.0,39709,true
10/08/2014,467.52,33167,true
20/03/2013,162.34,9298,true
01/07/2014,364.78,24460,false
24/10/2001,782.61,22076,false
28/09/2009,985.77,1653,false
02/02/2000,547.81,32839,false
19/06/2003,529.16,8156,true
14/12/2004,892.55,27064,false
22/01/2014,896.36,29167,true
28/06/2006,693.84,11169,true
25/01/2006,151.79,34051,true
24/01/2003,232.49,38914,true
17/09/2011,877.02,21313,false
18/06/2010,218.36,26830,false
06/07/2008,827.89,2446,false
18/09/2002,918.94,8131,true
11/09/2005,55.98,32600,false
22/10/2000,252.86,8263,false
07/08/2014,429.05,35800,false
21/10/2005,980.29,23304,false
24/06/2011,340.47,1816,true
04/03/2010,684.69,17320,true
09/07/2008,481.94,33839,true
15/04/2018,997.38,4385,true
16/01/2008,768.82,22839,true
17/05/2016,60.61,28499,true
16/07/2016,290.51,12010,false
04/07/2011,252.56,14356,false
05/07/2003,798.69,32767,true
14/05/2013,963.08,23434,false
26/02/2000,951.7,27108,false
25/05/2002,105.98,10251,true
16/03/2008,793.57,8064,false
12/06/2012,686.62,24057,true
26/02/2015,84.42,3592,false
20/12/2009,159.07,10837,true
15/04/2018,829.89,8304,true
09/06/2010,885.48,28633,true
20/10/2010,909.29,26690,true
03/02/2008,107.62,10503,true
22/10/2013,587.86,33102,true
27/03/2003,349.33,32784,false
25/12/2017,616.36,28548,false
01/07/2001,858.05,35108,true
27/04/2005,82.62,20556,false
10/06/2013,856.54,34857,false
09/09/2009,705.56,6346,true
27/10/2000,948.94,3061,false
22/12/2001,396.37,28263,false
09/08/2009,864.55,2370,true
21/10/2010,515.32,20543,false
02/08/2003,322.65,38263,false
23/07/2008,899.07,13269,false
07/08/2014,964.75,1714,true
08/11/2017,335.13,15288,true
09/11/2005,622.47,7628,true
11/03/2008,125.38,14460,false
07/12/2016,577.33,25068,true
25/07/2004,661.52,13871,false
09/07/2005,926.07,13129,false
17/11/2014,824.41,2025,false
11/11/2006,99.01,16407,false
16/06/2002,638.56,2225,false
06/09/2008,620.05,20521,true
07/02/2002,656.68,18208,true
30/08/2009,961.58,19211,true
13/10/2011,66.7,27718,true
18/02/2009,848.33,31683,false
22/02/2001,238.16,37961,true
17/02/2000,448.94,21550,true
20/09/2011,693.27,12080,false
25/04/2007,378.39,15529,false
06/10/2017,380.96,29915,true
